Stop ID,Stop Abbreviation,Stop Name,Shelter?,Bench?,Route Numbers,Route Name,Latitude,Longitude,ZIP Code
1907,EASWILWF,EASTLAND AVE & WILSONWOOOD PL WB,False,False,4,SHELBY,36.181989,-86.728162,37206
1949,TODSAWWN,TODD PREIS DR & SAWYER BROWN RD WB,False,False,"24,5",WEST END - BELLEVUE,36.071116,-86.946832,37221
5323,EDMBLANF,EDMONDSON PK & BLACKMAN NB,False,False,72,GRASSMERE-EDMONDSON CONNECTOR,36.072479,-86.732616,37211
1110,HER22AWN,HERMAN ST & 22ND AVE N WB,False,False,19,HERMAN,36.162409,-86.810284,37208
735,DELGARSF,DELTA AVE & GARFIELD ST SB,False,False,22,BORDEAUX,36.179338,-86.798082,37208
4944,BURWALWN,BURTON ST & WALNUT ST WB,False,False,96,MURFREESBORO RELAX & RIDE,35.849366,-86.392944,37130
4443,MURSUNEF,MURFREESBORO PIKE & SUNSET ST EB,False,False,"86,96",SMYRNA - LA VERGNE EXPRESS,36.017932,-86.568408,37086
5352,THOSTEEF,THOMPSON LN & ST EDWARDS DR EB,False,False,77,THOMPSON CONNECTOR,36.110185,-86.738175,37211
1069,HARTANWF,HARDING PL & TANGLEWOOD CT WB,False,False,52,NOLENSVILLE PK BRT LITE,36.081633,-86.714151,37211
3636,ANDPRINN,ANDERSON RD & PRIEST LAKE DR NB,False,False,38,ANTIOCH EXPRESS,36.090586,-86.606347,37217
85,MAGWEDNM,MAGNOLIA BLVD & WEDGEWOOD AVE NB,False,True,"2,21",BELMONT,36.135908,-86.796114,37212
1343,LEBBRIWN,LEBANON PIKE & BRILEY PKWY WB,False,False,"34,6",LEBANON PIKE,36.168806,-86.685747,37214
5362,MASKIPNM,MASSMAN DR & KIPLING DR NB,False,False,77,THOMPSON CONNECTOR,36.13214,-86.700675,37217
1232,JEFI40EN,JEFFERSON ST & I-40 EB,False,False,"21,60",UNIVERSITY CONNECTOR,36.167885,-86.817622,37208
5137,RIVKIRSN,RIVERSIDE DR & KIRKLAND AVE SB,False,False,4,SHELBY,36.207496,-86.723093,37216
944,GALMCANN,GALLATIN PIKE & GREENLAND AVE NB,False,False,26,GALLATIN PIKE,36.222459,-86.725813,37216
484,BRO11AEN,BROADWAY AVE & 11TH AVE N EB,False,False,"35,7",HILLSBORO,36.157036,-86.786292,37240
2313,RICFANWN,RICHARDS RD & FANNING DR WB,False,False,38,ANTIOCH EXPRESS,36.068354,-86.671704,37013
5091,LEBOMOWF,LEBANON PIKE & OMOHUNDRO DR WB,False,False,"34,6",LEBANON PIKE,36.157039,-86.709045,37210
4822,31AWESSF,31ST AVE & WEST END AVE SB,True,False,21,UNIVERSITY CONNECTOR,36.141776,-86.815005,37212
759,DICDUESF,DICKERSON PIKE & DUE WEST AVE SB,False,False,43,HICKORY HILLS,36.256061,-86.758001,37207
4760,OLDGIBEF,OLD HICKORY BLVD & GIBSON DR EB,False,False,36,MADISON EXPRESS,36.263554,-86.717419,37115
89,17AEDGSM,17TH AVE S & EDGEHILL AVE SB,False,False,2,BELMONT,36.142257,-86.794758,37212
125,21AEDGSN,21ST AVE S & EDGEHILL AVE SB,False,True,"35,7,93",HILLSBORO,36.144284,-86.799849,37235
94,17ADORSN,17TH AVE S & DOROTHY PL SB,False,False,2,BELMONT,36.137623,-86.795609,37212
499,BRO1AEN,BROADWAY AVE & 1ST AVE N EB,False,True,"25,36",LEBANON PIKE,36.162205,-86.774492,37203
5293,MURJACWF,MURFREESBORO PIKE & JACKSON SQ BLVD,False,False,"86,96",SMYRNA - LA VERGNE EXPRESS,36.020262,-86.576425,37086
5173,CLAFAISF,CLARKSVILLE PIKE & FAIRVIEW DR SB,False,False,22,BORDEAUX,36.209909,-86.839283,37080
5016,MURMORSN,MURFREESBORO PIKE & MORRIS GENTRY B,False,False,96,MURFREESBORO RELAX & RIDE,36.06743,-86.631419,37013
1189,HWYOLDWF,HWY 70 S & OLD HARDING PIKE WB,False,True,"24,5",WEST END - BELLEVUE,36.074206,-86.922137,37221
311,MASAPPWN,MASSMAN DR & APPLETON DR EB,False,False,18,AIRPORT - DOWNTOWN HOTELS,36.152706,-86.704406,37217
2514,OPRYSHOP,OPRY MILLS SHOPPING CENTER,False,False,34,OPRY MILLS,36.20849,-86.698377,37216
3884,BELCOUSF,BELL RD & COUCHVILLE PIKE SB,False,False,38,ANTIOCH EXPRESS,36.111862,-86.630231,37217
1356,LEBSPEWN,LEBANON PIKE & SPENCE LN WB,False,True,"34,6",LEBANON PIKE,36.153846,-86.721279,37210
385,BELBROWN,BELL RD & BROOK VIEW ESTATES DR WB,False,False,33,HICKORY HOLLOW-LENOX EXPRESS,36.043845,-86.693013,37211
1455,MERCLENN,MERIDIAN ST & CLEVELAND ST NB,False,False,28,MERIDIAN,36.186902,-86.768026,37207
3735,AMIAMASN,AMALIE DR & AMALIE POINT SB,False,False,37,TUSCULUM - McMURRAY EXPRESS,36.048395,-86.724604,37211
3724,EDMHUNNN,EDMONDSON PIKE & HUNTINGTON PKWY NB,False,False,"37,72",TUSCULUM - McMURRAY EXPRESS,36.052039,-86.743057,37211
3718,OLDHEAEN,OLD HICKORY BLVD & HEARTHSTONE LN E,False,False,37,TUSCULUM - McMURRAY EXPRESS,36.039664,-86.762927,37220
3038,16SHOLSN,S 16TH ST & HOLLY ST SB,False,False,4,SHELBY,36.175539,-86.742213,37206
1763,CREOAKSN,CREEKWOOD DR & OAKVIEW DR SB,False,True,23,DICKERSON ROAD,36.23493,-86.766578,37207
1832,ROYPEREM,ROYAL PKWY & PERIMETER PL EB,False,False,18,AIRPORT - DOWNTOWN HOTELS,36.148364,-86.674225,37214
617,CHAWHIWN,CHARLOTTE PIKE & WHITE BRIDGE PIKE,False,False,10,CHARLOTTE,36.150468,-86.856981,37209
4872,IND@OHTO,OLD HICKORY TOWERS,False,False,27,OLD HICKORY,36.26426,-86.659473,37138
2481,OCATUSEN,OCALA DR & TUSCULUM CT EB,False,False,37,TUSCULUM - McMURRAY EXPRESS,36.050887,-86.698364,37211
4126,OAKBULNN,OAKWOOD AVE & BULLOCK AVE NB,False,False,30,McFERRIN,36.215088,-86.753136,37207
3190,WHITONWN,WHITES CREEK PIKE & TONEY RD WB,False,False,14,WHITES CREEK,36.208556,-86.793926,37207
99,18AKELNM,18TH AVE N & KELLOW ST NB,False,False,42,ST. CECILIA - CUMBERLAND,36.189829,-86.812158,37208
236,5SRUSSN,S 5TH ST & RUSSELL ST SB,False,False,4,SHELBY,36.170853,-86.764262,37206
5247,DICLORNM,DICKERSON PIKE & LORRANE AVE NB,False,False,23,DICKERSON ROAD,36.218751,-86.762496,37207
3942,BELHBRNN,BELL RD & HARBORWOOD DR NB,False,False,38,ANTIOCH EXPRESS,36.132666,-86.629191,37214
1893,SHE8SEN,SHELBY AVE & S 8TH ST EB,False,False,4,SHELBY,36.169855,-86.756272,37206
293,8APRENN,8TH AVE S & PRENTICE AVE NB,False,False,8,8TH AVENUE SOUTH,36.130444,-86.778409,37204
4917,DELGARNN,DELTA AVE & GARFIELD ST NB,False,False,22,BORDEAUX,36.179804,-86.798477,37208
4141,8AVUNINN,8TH AVE N & UNION ST NB,False,False,"1,18,2,3,5,7",100 OAKS,36.162858,-86.784621,37203
1359,LEBSPEEM,LEBANON PIKE & SPENCE LN EB,False,False,"34,6",LEBANON PIKE,36.153217,-86.72465,37210
2040,WES440WN,WEST END AVE & I-440 RAMP WB,False,True,"3,5",WEST END - WHITE BRIDGE,36.138788,-86.819808,37203
1207,JEF10AEN,JEFFERSON ST & 10TH AVE N EB,False,True,60,MUSIC CITY BLUE CIRCUIT,36.172277,-86.795009,37208
1605,NOLELYNN,ELYSIAN FIELDS STATION INBOUND,False,True,52,NOLENSVILLE PK BRT LITE,36.086113,-86.729211,37211
4936,CONMISNN,CONFERENCE DR & MISSION RIDGE DR NB,False,False,35,RIVERGATE EXPRESS,36.311248,-86.697114,37072
673,CLA25AEN,CLARKSVILLE PIKE & 25TH AVE N EB,True,True,22,BORDEAUX,36.185639,-86.817557,37208
866,ELMAIRWM,ELM HILL PIKE & AIR LANE DR WB,False,False,18,AIRPORT - DOWNTOWN HOTELS,36.146839,-86.704906,37210
4354,ZCHAFAIN,CHARLES DAVID BLVD & FAIN ST NB,False,False,25,MIDTOWN,36.151873,-86.761954,37210
1445,MCGRIVWF,MCGAVOCK PIKE & RIVERSIDE DR WB,False,False,"20,4",SHELBY,36.204631,-86.724902,37216
2191,MADTOWE,MADISON TOWERS,False,False,76,MADISON CONNECTOR,36.267491,-86.699097,37115
288,8ADEMSN,8TH AVE S & DEMONBREUN ST SB,False,False,"1,2,8,84,86,96",100 OAKS,36.156975,-86.780929,37204
3898,PICBISEN,PICCADILLY ROW & BISHOPGATE RD EB,False,False,38,ANTIOCH EXPRESS,36.078506,-86.660368,37013
1454,MERBERNN,MERIDIAN ST & BERRY ST NB,False,False,28,MERIDIAN,36.181099,-86.768835,37207
5087,6AVDEMNN,6TH AVE & CONVENTION CTR NB,False,False,,AIRPORT - DOWNTOWN HOTELS,,,
5327,EDMBRINN,EDMONDSON PK & BRIGHTON VILLAGE DR,False,False,"37,72",TUSCULUM - McMURRAY EXPRESS,36.045072,-86.743862,37211
3181,BAPGOOSN,BAPTIST WORLD CENTER DR & GOOCH ST SB,False,False,14,WHITES CREEK,36.206038,-86.790873,37207
2771,8AHARNN,8TH AVE N & HARRISON ST NB,False,False,"22,42",BORDEAUX,36.168536,-86.788255,37219
119,21ABERNM,21ST AVE S & BERNARD AVE NB,False,False,7,HILLSBORO,36.131413,-86.801376,37212
1235,JEFTEMWN,JEFFERSON ST & ED TEMPLE BLVD WB,False,True,"21,60",UNIVERSITY CONNECTOR,36.167813,-86.820382,37208
3141,LEANOEN,LEALAND LN & NOELTON AVE EB,False,False,17,12TH AVENUE SOUTH,36.111871,-86.787165,37204
1795,PRECARSN,PRESTON DR & CARTER AVE SB,False,False,4,SHELBY,36.188479,-86.717963,37206
115,21AACKSF,21ST AVE S & ACKLEN AVE SB,False,False,7,HILLSBORO,36.135345,-86.801115,37212
348,BAPUNNSM,BAPTIST WORLD CENTER DR & UNNAMED ST SB,False,False,14,WHITES CREEK,36.195314,-86.780671,37207
4821,EDG12AEN,EDGEHILL AVE & 12TH AVE S EB,False,False,"2,25",BELMONT,36.142785,-86.787917,37212
3635,MORILLSN,MORROW RD & ILLINOIS AVE SB,False,False,19,HERMAN,36.157518,-86.853558,37209
1023,GALTHOSN,GALLATIN PIKE & THOMAS AVE SB,False,True,26,GALLATIN PIKE,36.205205,-86.737594,37216
583,CHA54AWN,CHARLOTTE AVE & 54TH AVE N WB,False,False,10,CHARLOTTE,36.151275,-86.853576,37209
1148,HILGRASN,HILLSBORO PIKE & GRAYBAR LN SB,False,True,7,HILLSBORO,36.111281,-86.811431,37027
663,CHU21AWN,CHURCH ST & 21ST AVE N WB,False,True,10,CHARLOTTE,36.152641,-86.802521,37236
5088,MXOPLUSP,PLUS PARK STATION OUTBOUND,True,False,"15,55",MURFREESBORO PIKE,36.13434,-86.723268,37013
5216,SHA16TEN,SHARPE AVE & 16TH ST N EB,False,False,20,SCOTT,36.187958,-86.740007,37206
3080,ALA39ANN,ALAMEDA ST & 39TH AVE N,False,False,19,HERMAN,36.163543,-86.833819,37209
4661,4AVUNISN,4TH AVE & UNION ST SB,False,False,"15,18,25,27,33,34,36,37,44,60,61",LEBANON PIKE,36.16517,-86.779943,37219
4652,DEM3AEN,DEMONBREUN ST & 3RD AVE EB,False,False,93,MUSIC CITY STAR WEST END SHUTTLE,36.159518,-86.774728,37201
181,MAD2AVEN,MADISON ST & 2ND AVE N EB,False,False,"28,41,9",METROCENTER,36.176688,-86.784712,37208
378,BELBLUWM,BELL RD & BLUE HOLE RD WB,False,False,33,HICKORY HOLLOW-LENOX EXPRESS,36.046456,-86.676915,37013
3040,16SFATSN,16TH ST & FATHERLAND ST SB,False,False,4,SHELBY,36.173467,-86.742506,37206
1570,MUSMCGNF,MUSIC VALLEY DR & MCGAVOC PIKE NB,False,True,34,OPRY MILLS,36.217547,-86.69614,37214
1044,GREATHEF,GREAT CIRCLE RD & ATHENS WAY EB,False,False,9,METROCENTER,36.198278,-86.795193,37228
402,BELGVINN,BELMONT BLVD & GRAND VIEW LN NB,False,False,"2,21",BELMONT,36.108796,-86.800523,37215
4997,OLDCOBEN,OLD HICKORY BLVD & COBBLESTONE CREEK DR EB,False,False,43,HICKORY HILLS,36.278199,-86.789015,37207
1972,VAIQUAEN,VAILVIEW DR & QUALYNN DR EB,False,False,23,DICKERSON ROAD,36.237217,-86.770335,37207
2102,WOO5SEN,WOODLAND ST & S 5TH ST EB,False,True,"20,4",SHELBY,36.171678,-86.764955,37206
4851,TROGRASM,TROUSDALE DR & GRASMERE PARK SB,False,False,72,GRASSMERE-EDMONDSON CONNECTOR,36.088347,-86.751842,37204
5410,5AVJRGSN,5TH AVE N & JR GILLIAM WAY SB,False,False,60,MUSIC CITY BLUE CIRCUIT,36.172987,-86.786627,37208
5063,MXOFOSTE,FOSTER STATION OUTBOUND,True,False,"15,55",MURFREESBORO PIKE,36.140994,-86.739126,37210
1522,MURMCPEN,MURFREESBORO PIKE & MCGAVOCK PIKE E,False,True,15,MURFREESBORO PIKE,36.11292,-86.689366,37217
1844,SCOCAHNF,SCOTT AVE & CAHAL AVE NB,False,False,20,SCOTT,36.19575,-86.732618,37206
2223,ZCLSFCLK,_ CLIFF DR PAST CLARKSVILLE HWY,False,False,22,BORDEAUX,36.19311,-86.828228,37218
1087,HARSHAEN,HARDING PL & SHADECREST DR EB,False,False,72,GRASSMERE-EDMONDSON CONNECTOR,36.076992,-86.73681,37211
1374,LISRICNM,LISCHEY AVE & RICHARDSON AVE NB,False,False,28,MERIDIAN,36.193233,-86.763275,37207
471,BRIBRISN,BRICK CHURCH PIKE & BRICK CHURCH LN,False,False,23,DICKERSON ROAD,36.244305,-86.780384,37207
1875,SHE13SWF,SHELBY AVE & S 13TH ST WB,False,False,4,SHELBY,36.171022,-86.748329,37206
1429,MCFEASSF,MCFERRIN AVE & EASTLAND AVE SB,False,False,30,McFERRIN,36.184126,-86.754613,37206
2026,WESCRAEN,WEST END AVE & CRAIGHEAD AVE EB,False,True,"3,5",WEST END - WHITE BRIDGE,36.133523,-86.828013,37205
1342,LEBPARWM,LEBANON PIKE & PARK DR WB,False,False,"34,6",LEBANON PIKE,36.169721,-86.677448,37214
1791,POWBRASN,POWELL AVE & BRANSFORD AVE,False,False,17,12TH AVENUE SOUTH,,,
1047,HAD11SSN,HADLEY AVE & N 11TH ST SB,False,False,27,OLD HICKORY,36.259836,-86.647866,31138
4564,GXOINGLN,INGLEWOOD STATION OUTBOUND,True,False,"26,56",GALLATIN PIKE,36.225685,-86.725413,37216
4737,ANDMCAWN,ANDERSON LN & MCARTHUR DR WB,False,False,76,MADISON CONNECTOR,36.272217,-86.690576,37115
4419,MCC4_18,MUSIC CITY CENTRAL 4TH - BAY 18,True,False,"26,35",GALLATIN PIKE,36.166233,-86.781827,37219
2122,CHALELEM,CHARLOTTE PIKE & LELLYETT ST EB,False,False,10,CHARLOTTE,36.148955,-86.86344,37209
1071,WESLAUEF,WEST END AVE & LAUDERDALE RD EB,False,True,"3,5",WEST END - WHITE BRIDGE,36.130596,-86.836713,37205
5185,ELMWANWM,ELM HILL PIKE & WANDA DR WB,False,False,18,AIRPORT - DOWNTOWN HOTELS,36.150716,-86.693687,37210
4713,OLDHANWN,OLD HICKORY BLVD & HANKINS ST WB,False,False,76,MADISON CONNECTOR,36.263215,-86.700124,37115
1997,WES18AEN,WEST END AVE & 18TH AVE S EB,False,True,"3,5",WEST END - WHITE BRIDGE,36.152868,-86.796184,37203
53,PIN12AWN,PINE ST & 12TH AVE WB,False,False,61,MUSIC CITY GREEN CIRCUIT,36.152667,-86.784775,37203
590,CHA8AWN,CHARLOTTE AVE & 8TH AVE N WB,False,True,"1,10,17,24,25",100 OAKS,36.164393,-86.785451,37209
4934,EDBCIF,EWING LN & BRICK CHURCH PIKE EB,False,False,23,DICKERSON ROAD,36.231449,-86.780378,37207
1035,GRAMORSM,GRANNY WHITE PIKE & MORROW AVE SB,False,True,8,8TH AVENUE SOUTH,36.104798,-86.796221,37204
921,GALDELNN,GALLATIN PIKE & DELMAS AVE NB,False,False,26,GALLATIN PIKE,36.199399,-86.740719,37216
411,BELHHINN,BELL RD & HICKORY HIGHLANDS DR NB,False,False,15,MURFREESBORO PIKE,36.059458,-86.641035,37013
2814,PANCOUWN,PANORAMA DR & COUNTY HOSPITAL RD WB,False,False,22,BORDEAUX,36.184299,-86.842989,37218
4617,11ALAUSM,11TH & LAUREL SB,False,False,61,MUSIC CITY GREEN CIRCUIT,36.153681,-86.78417,37203
4475,EDMWHISM,EDMONDSON PIKE & WHISPERING HILLS D,False,False,72,GRASSMERE-EDMONDSON CONNECTOR,36.074087,-86.731757,37211
4618,FORCHESN,FORT NEGLEY BLVD & CHESTNUT ST SB,False,False,1,100 OAKS,36.14215,-86.775795,37210
1788,100OAKS,100 OAKS MALL,True,True,"1,17,77",100 OAKS,36.106851,-86.762639,37204
1696,OLDBELSN,OLD HICKORY BLVD & BELLE VALLEY DR SB,False,False,24,BELLEVUE EXPRESS,36.106292,-86.922317,37209
1278,LEACLISN,LEALAND LN & CLIFTON LN SB,False,False,17,12TH AVENUE SOUTH,36.113693,-86.786795,37204
5221,ARDGALEF,ARDEE AVE & GALLATIN PIKE EB,False,False,20,SCOTT,36.219311,-86.727012,37216
3933,NASLONEF,NASHBORO BLVD & LONGHUNTER CT EB,False,False,38,ANTIOCH EXPRESS,36.089348,-86.642704,37217
1140,HILCRENM,HILLSBORO PIKE & CRESTMOOR RD NB,False,True,7,HILLSBORO,36.109868,-86.81142,37215
5078,MXIFOSTE,FOSTER STATION INBOUND,True,False,"15,55",MURFREESBORO PIKE,36.141554,-86.740261,37217
5278,11A12ANM,11TH AVE & 12TH AVE NB,False,False,17,12TH AVENUE SOUTH,36.152335,-86.783785,37203
5058,26ADOWNN,26TH AVE & DOWLAN ST NB,False,False,"21,42",UNIVERSITY CONNECTOR,36.188345,-86.818317,37208
4755,METRO NE,METRO NORTHEAST - MTA,True,False,"27,36,76",OLD HICKORY,36.275012,-86.690562,37115
803,DIVMAGEF,DIVISION ST & MAGAZINE ST EB,False,False,2,BELMONT,36.150857,-86.782815,37203
876,ELMARLWM,ELM HILL PIKE & ARLINGTON AVE WB,False,False,18,AIRPORT - DOWNTOWN HOTELS,36.143788,-86.733277,37210
5172,STOBUEWF,STOKERS LN & BUENA VISTA PK WB,False,False,22,BORDEAUX,36.211364,-86.81844,37218
4222,MCGSTRWN,MCGAVOCK PIKE & STRATFORD AVE WB,False,False,20,SCOTT,36.208029,-86.716987,37216
4553,MCGPARSF,MCGAVOCK PIKE & PARK DR SB,False,False,34,OPRY MILLS,36.171322,-86.679606,37214
5345,BILTAPTS,BILTMORE APARTMENTS AT GLASTONBURY & MASSMAN,False,False,77,THOMPSON CONNECTOR,36.133289,-86.701186,37217
1529,MURSHISM,MURFREESBORO PIKE & SHIAWAY DR SB,False,True,"15,96",MURFREESBORO PIKE,36.080171,-86.645483,37217
4937,CONMISSN,CONFERENCE DR & MISSION RIDGE DR SB,False,False,35,RIVERGATE EXPRESS,36.31123,-86.697249,37072
4885,JACANDWN,JACKSON WAY & ANDREW JACKSON PKWY WB,False,False,27,OLD HICKORY,36.186713,-86.608591,37076
3877,BELLAKSF,BELL RD & LAKERIDGE PASS SB,False,False,38,ANTIOCH EXPRESS,36.145221,-86.626308,37214
1794,PREWILSM,PREMIER DR & WILCLAY AVE SB,False,False,10,CHARLOTTE,36.143253,-86.88215,37209
1233,JEFI40EF,JEFFERSON ST & I-40 EB,False,False,"21,60",UNIVERSITY CONNECTOR,36.168496,-86.812965,37243
3117,CLI34AEN,CLIFTON AVE & 34TH AVE N EB,False,False,19,HERMAN,36.158492,-86.827075,37209
1219,JEF21AWM,JEFFERSON ST & 21ST AVE N WB,False,False,"21,60",UNIVERSITY CONNECTOR,36.168958,-86.810828,37208
4551,MCGFERSF,MCGAVOCK PIKE & FERNBROOK LN SB,False,False,34,OPRY MILLS,36.185686,-86.676287,37214
204,40ACLISN,40TH AVE N & CLIFTON AVE SB,True,False,19,HERMAN,36.158381,-86.834411,37209
1966,UNI7AWN,UNION ST & 7TH AVE N WB,False,True,"35,84,86,96",RIVERGATE EXPRESS,36.163587,-86.783351,37219
4653,DEM2AEN,DEMONBREUN ST & 2ND AVE EB,False,False,93,MUSIC CITY STAR WEST END SHUTTLE,36.159875,-86.77392,37203
4399,GREATHIM,GREAT CIRCLE RD & ATHENS WAY EB,False,False,9,METROCENTER,36.19918,-86.799771,37228
2852,H70PERWF,HWY 70S & PERCY WARNER BLVD WB,False,False,5,WEST END - BELLEVUE,36.084699,-86.894763,37221
1303,LEBFESN,LEBANON PIKE & FESSLERS LN WB,False,False,"34,6",LEBANON PIKE,36.154424,-86.743072,37210
842,EDG19AWN,EDGE HILL AVE & 19TH AVE S WB,False,False,25,MIDTOWN,36.143933,-86.797428,37235
2510,ARTS,ARTS MAGNET SCHOOL,True,False,"14,15,24,38,99",WHITES CREEK,36.132222,-86.74023,37210
1264,LAF1AEM,LAFAYETTE ST & 1ST AVE S EB,False,True,"15,18",MURFREESBORO PIKE,36.149651,-86.765113,37210
3122,BAT28AEN,BATAVIA ST & 28TH AVE N EB,False,False,19,HERMAN,36.161102,-86.819225,37209
1268,LAFUNIWN,LAFAYETTE ST & UNIVERSITY ST WB,False,True,"15,18",MURFREESBORO PIKE,,,
1439,MCGFEREN,MCGAVOCK PIKE & FERNWOOD DR EB,False,False,20,SCOTT,36.208608,-86.715179,37216
4819,GRSM#1S,GRASSMERE EOL,False,False,72,GRASSMERE-EDMONDSON CONNECTOR,36.088533,-86.748727,37211
60,12AWEDSF,12TH AVE S & WEDGEWOOD SB,False,False,17,12TH AVENUE SOUTH,36.135496,-86.789043,37203
1557,MURBOWEF,MURFREESBORO PIKE & BOWWOOD CT EB,False,False,15,MURFREESBORO PIKE,36.125083,-86.709242,37217
5359,ETHBRONN,E THOMPSON LN & BROWNING RD NB,False,False,77,THOMPSON CONNECTOR,36.120544,-86.717951,37217
4082,FRAKIRSN,FRANKLIN PIKE & KIRKWOOD AVE SB,False,False,8,8TH AVENUE SOUTH,36.121461,-86.775606,37204
2515,MUSICVAL,MUSIC VALLEY VILLAGE,False,False,34,OPRY MILLS,36.219176,-86.696413,37214
343,BAPHAYSF,BAPTIST WORLD CENTER DR & HAYNES MEADE CR SB,False,False,14,WHITES CREEK,36.202074,-86.788515,37207
4676,JAMGAYSN,JAMES ROBERTSON PKWY & GAY ST SB,False,False,"18,42,60,61",ST. CECILIA - CUMBERLAND,36.168277,-86.782254,37219
2315,RICLORWN,RICHARDS RD & LORI DR WB,False,False,38,ANTIOCH EXPRESS,36.068789,-86.678058,37013
4328,DELGARSM,DELTA AVE & GARFIELD ST SB,False,False,22,BORDEAUX,36.178358,-86.79667,37208
495,BRO18AEN,BROADWAY AVE & 18TH AVE S EB,False,False,"35,7",HILLSBORO,36.152151,-86.795148,37203
50,12ASWENF,12TH AVE S & SWEETBRIAR AVE NB,False,False,17,12TH AVENUE SOUTH,36.123872,-86.789755,37204
5428,28ACITNN,28TH AVE N & CITY BLVD NB,False,False,21,UNIVERSITY CONNECTOR,36.152325,-86.818473,37209
5100,SAWPLASM,SAWYER BROWN RD & PLANTATION CT SB,False,False,"24,5",WEST END - BELLEVUE,36.074926,-86.946082,37221
4291,NOLMCMNN,NOLENSVILLE PIKE & MCMURRAY DR NB,False,False,52,NOLENSVILLE PK BRT LITE,36.06107,-86.716444,37211
1467,METGREWM,METROCENTER & GREAT CIRCLE RD WB,False,True,9,METROCENTER,36.193804,-86.810007,37228
5249,GREFAIN,GREEN ST & FAIRFIELD AVE NB,False,False,25,MIDTOWN,36.152666,-86.75629,37210
1731,OLDRIDSF,OLD HICKORY BLVD & RIDGELAKE PKWY SB,False,False,24,BELLEVUE EXPRESS,36.097364,-86.924945,37209
1504,MURDOVWN,MURFREESBORO PIKE & DOVER GLEN DR N,False,False,15,MURFREESBORO PIKE,36.07715,-86.641295,37217
345,BAPLOCNM,BAPTIST WORLD CENTER DR & LOCK RD NB,False,False,14,WHITES CREEK,36.199178,-86.78474,37207
912,GALBRONN,S GALLATIN PIKE & BROADMOOR DR NB,False,True,26,GALLATIN PIKE,36.22909,-86.724958,37216
2483,DELCOLWN,DELVIN DR & COLEMONT DR WB,False,False,37,TUSCULUM - McMURRAY EXPRESS,36.054371,-86.700399,37013
831,DOVCHEWN,DOVERSIDE DR & CHESAPEAKE DR WB,False,False,23,DICKERSON ROAD,36.241297,-86.76779,37207
2469,OLDVALEN,OLD HICKORY BLVD & VALLEY VIEW RD EB,False,False,37,TUSCULUM - McMURRAY EXPRESS,36.040576,-86.771191,37027
1298,LEBDONEN,LEBANON PIKE & DONELSON PIKE EB,False,True,6,LEBANON PIKE,36.167637,-86.663513,37214
410,HICHICNN,HICKORY HOLLOW PL & HICKORY HOLLOW,False,False,"15,55",MURFREESBORO PIKE,36.052658,-86.654986,37011
64,14SCALSN,N 14TH ST & CALVIN AVE SB,False,False,20,SCOTT,36.181379,-86.745228,37206
218,4AVCHUSN,4TH AVE N & CHURCH ST SB,False,True,"15,18,25,27,33,34,36,37,44,52,55,60,61",LEBANON PIKE,36.163796,-86.779079,37219
4279,TROLYNSF,TROUSDALE DR & LYNN DR SB,False,False,72,GRASSMERE-EDMONDSON CONNECTOR,36.084294,-86.756595,37220
2217,GREADDEN,GREENLAND AVE & ADDINE ST EB,False,False,20,SCOTT,36.218183,-86.714996,37216
4926,KCRTO,KNOLLCREST APARTMENTS,False,False,23,DICKERSON ROAD,36.234377,-86.767376,37207
1293,LEBDANNN,LEBANON PIKE & DANYACREST AVE NB,False,True,6,LEBANON PIKE,36.179616,-86.64385,37138
4675,12ALAUNN,12TH AVE & LAUREL ST NB,False,False,"61,93",MUSIC CITY GREEN CIRCUIT,36.15358,-86.785484,37203
3206,14ACECSN,14TH AVE N & CECILIA ST SB,False,False,42,ST. CECILIA - CUMBERLAND,36.188052,-86.810249,37208
1335,LEBOMOWN,LEBANON PIKE & OMOHUNDRO PL WB,False,False,"34,6",LEBANON PIKE,36.153681,-86.733762,37210
5326,EDMHUNSN,EDMONDSON PK & HUNTINGTON PKWY SB,False,False,72,GRASSMERE-EDMONDSON CONNECTOR,36.052322,-86.743188,37211
3138,10SKIRNF,10TH AVE S & KIRKWOOD AVE NB,False,False,17,12TH AVENUE SOUTH,36.120038,-86.787109,37204
1865,SHAEDEWN,SHACKLEFORD RD & EDEN AVE WB,False,False,"2,21",BELMONT,36.101525,-86.804094,37215
2034,WESLEOEN,WEST END AVE  & LEONARD AVE EB,False,True,"3,5",WEST END - WHITE BRIDGE,36.132893,-86.829728,37205
841,EDG18AWN,EDGE HILL AVE & 18TH AVE S WB,False,True,25,MIDTOWN,36.143683,-86.795468,37212
2501,EWICLAEN,EWING DR & CLAYMILLE BLVD EB,False,False,41,GOLDEN VALLEY,36.231823,-86.801777,37207
2061,WHIKENSN,WHITE BRIDGE PIKE & KENDALL SB,False,False,3,WEST END - WHITE BRIDGE,36.139637,-86.857509,37209
4615,5AVCHANN,5TH AVE & CHARLOTTE AVE NB,False,False,"14,15,23,25,27,34,36,38,44,60,61,63,84,86,96",LEBANON PIKE,36.165679,-86.781727,37209
4281,LINWALWM,LINBAR DR & WALLACE RD WB,False,False,52,NOLENSVILLE PK BRT LITE,36.083454,-86.703888,37211
5361,MASKIPNF,MASSMAN DR & KIPLING DR NB,False,False,77,THOMPSON CONNECTOR,36.130649,-86.700083,37217
